Bter_ID,Mated_3,Mated_4,Mated_17,Mated_18,Mated_22,Diapause_33,Diapause_34,Diapause_35,Diapause_36,Diapause_37,Founder_Diapause_40,Founder_Diapause_41,Founder_Diapause_42,Founder_Diapause_80,Founder_Diapause_83
LOC100643137,3279,695,3402,4232,2844,3266,6445,5037,7151,3841,218,1722,1410,936,1446
LOC100643181,832,82,697,589,905,1295,168,203,166,202,1394,1230,2046,1145,1157
LOC100643182,150,65,149,121,137,140,245,220,192,385,16,55,30,68,79
LOC100643221,93,60,109,142,117,142,156,154,128,117,19,52,41,54,73
LOC100643277,244,32,532,265,582,474,98,92,67,164,2224,591,915,1140,869
LOC100643402,169,42,92,88,96,71,222,171,175,188,13,115,27,54,77
LOC100643406,7581,1575,10861,11062,6826,6094,19158,13660,25822,7504,230,1606,679,963,1110
LOC100643414,1138,560,1032,575,2159,604,194,190,111,415,703,813,897,1229,804
LOC100643467,489,164,529,751,352,445,2349,1772,1922,1080,42,269,85,89,210
LOC100643541,715,204,656,669,476,508,904,754,617,563,43,353,112,187,284
LOC100643563,57,13,93,53,93,84,65,52,50,147,53,278,121,356,180
LOC100643574,1243,136,1813,1193,661,1043,3052,1397,1625,2687,275,329,598,656,615
LOC100643633,23,10,24,18,25,15,29,35,18,32,45,16,60,49,21
LOC100643650,28000,9818,38150,58301,21420,27884,85416,59150,86652,21579,571,7578,1411,2111,4328
LOC100643659,118,21,122,141,167,87,272,182,182,166,17,51,21,41,43
LOC100643705,964,294,1453,972,1466,1389,1208,1073,1067,1345,745,989,1104,1615,1580
LOC100643755,3178,272,2779,2609,1385,910,7703,5254,8384,5796,44,637,55,200,790
LOC100643762,83,26,102,54,120,104,92,73,99,188,87,273,142,494,374
LOC100643832,55,12,100,64,100,105,130,124,151,156,14,66,42,75,60
LOC100643915,148,40,250,184,224,227,591,442,461,642,54,157,193,246,269
LOC100643935,626,173,668,764,542,591,717,642,753,573,43,324,112,143,311
LOC100643999,130,39,126,85,132,133,316,246,472,241,31,97,55,95,109
LOC100644008,2072,238,7194,8990,2526,15170,18394,13731,12705,17226,85,568,216,1001,261
LOC100644059,16,16,51,21,59,45,40,17,18,39,95,22,51,101,70
LOC100644089,736,333,1257,1612,781,1408,932,922,709,753,53,241,102,105,164
LOC100644130,339,94,539,368,503,537,688,606,797,920,64,442,298,336,383
LOC100644140,103,1250,135,193,132,123,263,262,236,190,38,104,67,66,65
LOC100644154,1101,140,457,479,352,272,656,473,541,606,34,563,84,143,350
LOC100644224,25,13,84,32,71,31,28,28,17,52,46,62,32,126,117
LOC100644231,81,37,159,99,166,284,202,155,66,161,249,152,250,332,237
LOC100644303,1996,433,2611,1522,3949,4570,2107,1712,1554,3259,9035,2818,3007,7826,5215
LOC100644331,208,67,196,267,95,105,178,192,214,154,12,84,20,30,48
LOC100644421,70,32,39,45,34,33,63,44,71,54,26,59,20,31,47
LOC100644447,284,90,495,599,402,415,1014,665,896,622,82,204,104,143,188
LOC100644522,78,21,68,57,67,40,77,66,50,65,19,29,43,24,23
LOC100644555,158,2,216,212,421,11,115,1812,867,222,10,10,19,11,13
LOC100644576,33,9,50,27,45,34,96,82,82,113,11,17,22,36,23
LOC100644728,223,44,303,540,198,342,312,229,217,122,9,35,23,17,36
LOC100644793,6802,58,6463,7711,5492,5033,1929,1550,1763,2037,115,3430,840,1172,1412
LOC100644822,134,23,208,133,217,239,168,98,104,173,187,203,186,523,358
LOC100644854,191,64,219,267,150,149,200,173,255,133,1,66,14,24,44
LOC100644869,801,382,937,933,558,514,1977,1670,2807,1162,59,435,142,256,706
LOC100644957,670,187,735,736,572,595,1724,1476,2421,1729,42,306,226,264,419
LOC100645017,55,11,42,47,20,17,31,27,31,26,2,12,7,7,9
LOC100645034,202,137,176,307,175,134,469,461,651,337,10,226,75,51,69
LOC100645048,45,24,81,83,68,6,67,56,47,256,7,25,39,7,13
LOC100645058,21,4,25,23,10,21,331,67,158,213,0,7,16,30,6
LOC100645139,457,187,623,729,438,480,1394,1091,1689,702,126,290,283,175,216
LOC100645154,581,46,1074,783,1280,1045,454,453,332,1059,1487,759,969,601,690
LOC100645276,14,4,18,16,16,24,31,24,35,39,5,10,3,11,14
LOC100645333,49,19,86,55,127,114,83,61,58,148,243,75,55,210,192
LOC100645358,276,155,354,419,267,307,848,730,1048,974,32,100,52,104,133
LOC100645366,167,330,331,597,234,407,811,857,837,205,49,93,63,57,85
LOC100645468,34,8,28,9,21,24,28,13,25,16,20,335,150,597,447
LOC100645522,560,117,619,729,584,571,1252,1177,1241,1670,71,455,219,303,469
LOC100645545,80,12,67,48,57,36,77,79,41,87,25,23,24,37,36
LOC100645643,582,144,697,506,831,1431,780,655,677,973,2095,1006,1566,1451,1099
LOC100645665,297,152,605,488,542,609,260,154,213,334,2027,1640,3353,987,1111
LOC100645696,383,93,419,273,374,327,361,270,326,465,117,384,158,299,315
LOC100645739,46,22,46,49,29,29,43,38,56,31,5,36,13,12,37
LOC100645781,20,5,27,21,34,30,28,27,9,28,25,27,39,30,929
LOC100646116,1110,146,1406,1548,1025,826,861,746,1039,707,191,497,313,239,336
LOC100646118,141,47,249,137,267,320,162,124,129,205,311,281,254,442,322
LOC100646160,196,161,206,195,157,169,556,450,838,264,31,84,71,80,126
LOC100646169,18,4,4,9,3,1,7,12,11,10,1,6,0,2,5
LOC100646354,662,126,616,678,530,607,1276,1032,1141,890,41,446,158,278,434
LOC100646363,8,1,4,4,2,3,13,2,3,7,0,2,0,5,0
LOC100646368,612,89,383,865,226,410,597,378,631,168,11,171,30,36,84
LOC100646439,73,27,73,88,95,48,159,165,120,88,10,50,11,31,53
LOC100646440,24,13,27,23,44,32,17,14,17,30,26,36,43,60,40
LOC100646463,1002,454,1370,1297,1292,1180,823,681,1136,749,2355,2465,3566,1329,1601
LOC100646498,371,115,477,447,284,318,610,624,541,665,37,297,169,193,303
LOC100646515,316,266,253,192,288,1039,432,436,352,395,1214,1475,2874,1181,1241
LOC100646551,437,154,535,492,465,429,786,678,688,789,56,445,184,306,404
LOC100646685,20,9,24,34,15,10,27,35,32,12,0,10,2,7,9
LOC100646686,373,100,371,410,237,274,788,659,951,487,10,270,61,61,209
LOC100646773,1476,235,1557,1645,1048,1486,3168,2618,2857,2288,105,755,215,308,587
LOC100646835,389,524,530,677,522,573,629,547,714,338,40,245,142,124,196
LOC100646922,2870,2247,3102,3562,3280,1430,28184,21931,10087,7635,67,478,165,273,330
LOC100646932,537,21,469,1462,176,473,541,65,13,83,42,213,54,36,37
LOC100646954,89,16,70,99,52,99,78,123,128,68,15,40,27,28,48
LOC100647230,41,47,93,94,69,89,287,292,453,143,18,57,101,48,68
LOC100647279,528,102,426,362,367,280,744,561,443,773,26,256,56,138,226
LOC100647298,578,126,654,942,336,462,2482,2132,3250,1455,55,237,104,93,192
LOC100647424,286,103,396,226,355,269,581,451,650,696,31,185,100,176,217
LOC100647430,216,70,229,192,168,195,413,347,302,434,34,214,94,133,179
LOC100647459,245,33,575,339,450,395,95,64,71,264,351,234,350,742,488
LOC100647754,526,138,452,638,271,455,1202,771,1561,337,31,191,34,71,122
LOC100647797,44,12,76,48,52,95,199,178,203,189,86,53,34,35,56
LOC100647843,26,24,38,55,20,39,155,135,182,75,10,23,19,21,14
LOC100647845,1158,11,1410,2254,537,680,950,1240,1058,799,10,353,36,101,168
LOC100647916,23,2,21,5,17,17,16,22,19,24,15,33,34,28,48
LOC100647946,17,6,23,15,27,19,13,11,22,14,6,48,24,64,101
LOC100647988,92,9,87,16,75,52,41,47,44,40,35,71,48,110,94
LOC100648001,436,41,987,695,435,144,90,70,56,57,19,167,43,104,205
LOC100648030,540,127,574,670,414,475,1080,929,1265,772,26,246,108,138,256
LOC100648128,409,283,726,1296,436,1453,2402,1195,2318,822,49,477,276,408,505
LOC100648135,187,69,335,155,288,303,253,222,175,291,85,249,186,368,315
LOC100648181,434,99,632,456,640,681,418,337,336,463,1473,726,694,1029,932
LOC100648283,0,0,2,0,0,1,3,0,7,0,1,1,0,1,2
LOC100648288,379,109,397,308,322,306,606,536,656,650,35,242,92,155,192
LOC100648302,30,46,47,18,30,30,77,54,17,36,13,16,18,17,14
LOC100648369,185,69,235,187,206,219,524,372,618,448,34,226,96,209,255
LOC100648385,766,220,1239,817,1301,1257,828,664,504,1016,1670,774,1241,1465,1309
LOC100648457,45,31,20,15,48,10,68,123,74,39,5,34,27,17,33
LOC100648499,1663,63,1683,2129,4139,285,9571,9281,7822,4931,40,94,55,90,120
LOC100648535,1091,482,1120,1622,671,830,2451,2349,2361,1493,47,615,156,185,400
LOC100648573,99,68,128,236,71,96,383,319,369,297,19,150,52,31,46
LOC100648575,1701,223,925,1267,465,474,1539,1589,2261,710,24,406,49,74,186
LOC100648589,18,11,3,6,8,18,5,0,3,1,8,24,12,10,5
LOC100648609,2,2,2,0,0,2,4,1,4,1,2,46,20,42,47
LOC100648644,118,38,181,95,243,225,183,108,115,248,165,114,102,236,199
LOC100648685,266,49,3672,2391,859,363,1118,1237,392,823,40,34,70,44,61
LOC100648708,302,100,359,321,353,544,557,459,496,452,226,561,638,487,461
LOC100648740,21,35,25,34,21,20,77,87,67,51,5,25,10,4,12
LOC100648741,1476,109,1183,937,686,1529,1037,968,900,1307,1483,1192,818,1102,1042
LOC100648755,306,154,328,360,154,226,826,746,745,722,16,185,76,74,146
LOC100648880,4,4,9,11,15,7,15,17,18,14,11,117,42,80,118
LOC100648889,25,11,37,26,22,17,37,62,41,33,12,8,12,14,10
LOC100648945,116,26,122,135,100,126,296,238,326,254,29,120,38,98,95
LOC100648946,1128,507,1142,868,958,882,1489,1234,1553,2179,91,709,209,384,725
LOC100648947,62,3,96,42,122,124,22,21,25,54,175,114,132,265,147
LOC100649011,270,83,342,279,218,289,578,470,694,417,21,253,70,120,302
LOC100649105,544,97,759,613,564,639,846,717,932,1055,46,448,263,285,386
LOC100649184,1185,290,1518,1784,1069,1444,1999,1848,2795,1654,51,658,211,291,491
LOC100649204,660,96,972,691,1029,1042,634,440,527,864,3824,2118,1902,2099,1646
LOC100649217,622,143,958,698,1137,1122,815,669,640,1242,2676,1302,1806,1642,1350
LOC100649437,322,61,192,188,211,171,273,233,289,208,18,48,29,44,49
LOC100649525,119,90,55,93,62,33,120,94,130,94,5,60,33,27,37
LOC100649564,277,123,369,351,375,391,964,775,1193,1140,61,180,183,150,260
LOC100649591,1443,155,746,617,634,509,917,697,553,1018,46,509,116,141,381
LOC100649614,38,21,22,16,29,24,59,60,79,29,17,192,115,97,172
LOC100649753,197,32,178,139,226,173,339,256,220,473,51,167,81,154,137
LOC100649781,811,323,951,1059,634,769,1981,1543,1993,1329,90,467,253,243,397
LOC100649792,711,100,2092,1191,1788,1451,508,444,498,948,1415,1366,1928,1820,1781
LOC100649804,9,3,10,7,9,15,18,21,36,39,1,5,7,5,9
LOC100649818,163,21,109,89,134,124,258,174,335,157,53,1123,328,754,1197
LOC100649905,33,8,37,18,38,34,24,24,55,34,26,71,48,138,128
LOC100649999,26,10,51,66,44,67,108,107,87,93,12,19,10,15,11
LOC100650042,3,1,0,1,1,3,14,5,20,13,1,1,3,0,1
LOC100650079,307,431,334,510,262,307,566,530,756,330,34,221,77,104,254
LOC100650148,4,8,6,6,7,2,4,4,7,4,1,2,0,0,1
LOC100650200,338,186,404,367,386,432,951,920,553,564,55,232,104,128,234
LOC100650283,2,0,4,3,8,8,3,1,0,3,1,11,14,12,9
LOC100650401,811,141,815,491,705,558,577,448,475,637,94,352,100,246,383
LOC100650455,357,47,346,366,218,217,576,583,391,339,66,189,258,212,157
LOC100650462,508,81,4944,1329,1437,660,2580,2200,991,5831,833,326,356,553,766
LOC100650528,450,112,585,419,537,538,667,561,416,580,501,495,470,571,602
LOC100650611,6,22,2,8,0,1,50,60,55,42,1,2,2,1,2
LOC100650665,169,96,270,313,209,337,389,397,603,223,26,88,29,61,58
LOC100650717,460,210,606,520,487,510,1018,790,981,986,72,381,269,339,401
LOC100650804,17,0,18,21,28,21,9,12,5,11,4,99,74,61,87
LOC100650829,1105,430,1150,1372,616,715,2726,2724,4052,1879,75,448,133,176,400
LOC100650904,62,121,87,49,59,72,452,361,526,423,28,189,42,77,114
LOC100650923,271,86,592,391,493,542,518,369,543,471,341,309,472,702,461
LOC100650951,16,4,19,10,15,23,22,23,8,24,14,65,42,33,49
LOC100651011,418,79,454,378,424,375,415,358,452,549,35,221,117,161,224
LOC100651031,1065,385,1500,1363,1203,1273,4357,3848,3812,3298,576,909,969,773,885
LOC100651044,387,229,359,452,263,364,700,629,894,356,36,457,121,164,501
LOC100651061,135,15,25,16,29,39,24,21,35,28,19,276,173,202,349
LOC100651064,114,23,194,86,253,186,112,88,91,145,473,256,227,489,351
LOC100651069,732,121,806,777,647,715,1553,1370,1836,1258,293,457,353,421,474
LOC100651115,238,55,243,253,160,137,325,290,547,276,19,56,42,32,64
LOC100651199,12,2,30,16,7,3,112,73,90,41,10,13,10,8,12
LOC100651280,44,18,24,15,21,23,98,78,125,65,10,45,19,18,37
LOC100651304,54,10,126,34,126,92,18,35,16,23,101,516,214,550,519
LOC100651414,325,114,485,358,413,368,989,896,1019,1206,34,221,212,218,361
LOC100651428,247,98,300,351,203,348,442,398,685,368,12,80,38,37,66
LOC100651493,246,53,288,326,169,85,145,173,109,129,15,26,38,30,37
LOC100651524,1527,492,2134,1230,2234,3121,906,780,758,1040,2225,2604,3951,4033,3271
LOC100651575,484,125,581,564,412,367,1226,1046,1048,1125,25,187,79,110,265
LOC100651758,4,3,3,0,12,4,5,8,2,13,9,9,6,24,8
LOC100651789,4,0,21,10,28,19,6,6,4,2,193,27,73,79,60
LOC100651799,461,95,934,492,997,890,382,327,268,739,728,725,1226,1718,1483
LOC100651828,6100,837,9836,8880,8728,7770,4299,3343,4009,4292,6911,10587,9846,10076,7778
LOC100651984,0,0,0,1,1,0,2,0,1,1,0,2,1,0,0
LOC100652002,15,3,24,4,8,7,70,50,178,39,6,7,6,17,13
LOC100652023,25,25,35,30,28,13,38,43,27,25,23,17,21,3,16
LOC100652059,909,182,678,572,511,560,760,653,659,730,118,363,217,282,327
LOC100652065,0,0,2,0,1,0,8,0,1,2,0,9,1,2,5
LOC100652106,95,51,99,146,47,80,215,184,261,107,12,30,25,28,34
LOC100652151,737,189,736,701,593,533,2181,2015,2839,1623,393,431,251,382,373
LOC100652154,170,218,171,210,164,201,437,382,491,234,12,137,39,66,171
LOC100652176,352,89,518,371,480,503,447,415,490,385,747,407,493,674,513
LOC100642190,355,83,619,516,413,439,709,585,675,758,129,408,350,251,289
LOC100642194,164,54,175,145,119,77,167,181,120,161,14,103,30,27,71
LOC100642195,861,468,1117,860,997,1288,3073,2418,1980,2994,387,895,964,847,956
LOC100642196,2211,444,1717,3509,735,1214,3092,2903,4888,962,76,715,193,174,384
LOC100642211,569,261,763,596,726,616,1167,990,1217,1291,120,430,185,335,415
LOC100642241,696,454,701,725,746,492,801,887,958,741,46,352,152,155,347
LOC100642276,100,26,91,91,134,100,89,95,42,79,60,56,44,61,64
LOC100642278,367,95,375,302,328,294,743,534,552,900,90,410,93,283,271
LOC100642279,60,56,84,87,59,78,153,141,137,66,22,32,36,25,42
LOC100642281,943,119,800,809,897,897,1812,1478,1321,1208,76,517,156,293,386
LOC100642293,31,42,40,52,18,40,75,85,68,50,9,19,20,16,13
LOC100642319,354,115,422,423,363,414,664,567,730,641,72,300,233,202,320
LOC100642320,472,151,529,543,411,435,839,659,686,804,31,346,213,202,386
LOC100642322,24,105,53,54,43,13,131,159,103,145,4,12,10,23,12
LOC100642324,231,50,224,138,257,109,195,152,69,151,13,10,75,37,23
LOC100642334,20,8,12,14,17,16,97,57,46,60,9,18,16,8,43
LOC100642337,14,7,13,20,24,26,28,16,40,48,58,145,147,66,56
LOC100642338,45,63,53,45,38,34,113,83,192,54,61,55,49,31,46
LOC100642339,1850,183,1945,1642,3744,3191,1449,1717,1927,1926,932,4058,4615,2634,2758
LOC100642343,8,1,10,5,16,33,9,13,10,5,44,22,27,55,26
LOC100642357,299,143,498,415,311,200,610,490,597,369,25,162,101,89,130
LOC100642360,47,20,50,52,43,49,37,40,34,34,27,54,83,41,54
LOC100642374,65,201,61,74,50,102,234,215,253,171,18,48,47,32,43
LOC100642392,1479,273,3713,2075,3516,2993,1225,881,834,2384,10261,2729,3990,5575,3525
LOC100642394,386,98,361,415,253,323,466,390,453,340,63,155,108,85,119
LOC100642402,136,61,106,149,74,64,161,159,146,98,19,29,35,23,50
LOC100642437,22,11,73,55,61,151,54,34,26,33,157,83,241,159,149
LOC100642467,1260,284,1255,1181,991,902,2558,2000,3405,1876,89,679,205,409,849
LOC100642469,6,3,8,5,3,11,14,20,12,6,15,68,48,130,96
LOC100642480,2015,451,3329,3378,2976,5203,4097,2450,3224,2816,7775,3828,9446,3965,3877
LOC100642491,71,4,17,13,44,30,29,12,23,35,382,125,224,404,208
LOC100642500,1052,178,1081,1467,629,1381,1445,1462,1575,636,81,279,284,246,260
LOC100642504,1932,167,2172,2128,1627,2281,918,729,668,1034,82,580,238,351,542
LOC100642527,151,31,242,146,226,241,190,146,125,213,78,217,130,285,217
LOC100642532,232,103,279,305,238,216,548,464,594,569,73,166,155,133,186
LOC100642535,36,488,53,106,41,58,345,355,288,248,16,93,46,52,83
LOC100642539,32,24,40,36,31,56,70,70,48,49,9,26,23,19,23
LOC100642544,1782,417,3438,1686,4754,4102,709,512,564,1186,6150,2740,4815,9715,6686
LOC100642556,286,51,376,285,286,275,659,780,688,1092,143,377,221,195,180
LOC100642557,112,41,265,143,285,230,119,111,129,328,733,319,341,749,598
LOC100642564,7,3,6,9,37,12,67,38,9,18,4,6,10,27,11
LOC100642565,185,70,310,465,297,489,355,249,243,168,19,119,83,104,156
LOC100642572,226,36,313,179,229,210,155,87,133,127,173,252,315,481,353
LOC100642599,5,13,13,16,8,9,62,46,48,52,3,4,5,4,10
LOC100642610,3753,1403,6081,6558,4689,4395,11581,7422,12263,6649,457,2383,2236,1959,2557
LOC100642666,37,5,20,5,15,6,10,11,30,9,7,138,35,134,197
LOC100642676,311,158,8,14,6,625,46,442,735,178,74,297,7139,75,1798
LOC100642685,1754,496,1581,2198,1376,2043,2773,2681,2363,1646,136,810,295,313,453
LOC100642686,40313,4962,38196,50849,15842,11914,58493,43769,76218,23236,1672,4139,1612,3684,3462
LOC100642688,138,32,152,161,118,152,291,238,304,311,13,114,85,81,130
LOC100642711,218,94,160,224,184,339,155,116,144,65,17,117,97,96,119
LOC100642718,14,15,11,12,22,26,8,12,14,10,15,77,42,97,70
LOC100642734,103,30,100,139,99,85,163,119,194,87,10,64,24,29,46
LOC100642736,322,110,436,361,231,249,653,617,745,690,22,174,91,95,152
LOC100642742,125,24,151,88,157,249,153,114,121,130,174,234,294,270,305
LOC100642774,1514,660,1517,1817,1160,1161,4296,3967,5979,3796,67,636,312,385,838
LOC100642776,44,14,110,57,91,56,53,23,32,88,212,224,199,172,98
LOC100642783,9,5,7,8,5,11,12,6,8,11,3,21,24,25,38
LOC100642808,408,120,532,501,433,583,839,729,804,732,86,251,221,223,312
LOC100642818,4352,366,2523,2776,4690,2084,1347,1263,1007,1746,1104,1982,2407,1294,1322
LOC100642821,401,62,474,375,624,828,385,264,412,530,2222,942,1469,850,753
LOC100642825,81,31,84,89,89,102,133,80,98,106,15,56,40,50,67
LOC100642833,775,322,997,946,903,750,2503,2154,2567,1821,46,307,105,185,234
LOC100642838,3219,174,2841,2847,2438,868,1058,1003,1157,882,88,563,391,382,448
LOC100642851,58,30,83,85,42,64,184,229,221,115,37,67,36,35,49
LOC100642888,921,161,1818,1027,1437,1345,809,668,701,1112,398,895,792,1171,974
LOC100642890,575,66,1080,706,1127,866,351,283,309,653,772,537,758,887,717
LOC100642893,481,45,581,605,485,435,682,556,376,396,85,257,146,215,191
LOC100642896,54,8,68,43,82,89,58,28,58,72,291,282,144,237,221
LOC100642898,95,17,47,12,24,74,17,35,122,11,401,2708,1227,3425,2601
LOC100642902,245,32,73,80,104,29,32,30,36,40,50,22,27,35,39
LOC100642907,225,56,253,250,201,240,518,553,533,596,71,140,137,128,143
LOC100642921,427,457,1422,1015,1069,1724,1120,1262,1733,1054,520,594,440,495,353
LOC100642934,65,27,88,75,92,115,372,288,327,309,11,58,39,44,84
LOC100642940,2,0,7,7,4,3,13,14,5,17,0,10,3,3,6
LOC100642970,594,210,598,1007,560,516,602,457,569,442,18,223,96,119,164
LOC100642972,763,333,888,1112,713,1000,1051,1043,1435,793,134,456,276,249,409
LOC100642991,2254,637,1958,2495,1269,1445,2464,2174,2793,1848,40,1028,205,278,764
LOC100643027,387,178,586,555,507,482,1084,812,824,1207,89,382,146,361,418
LOC100643043,1,0,0,0,0,0,2,3,1,5,0,1,2,0,0
LOC100643044,162,50,222,212,193,254,195,200,229,270,26,194,147,148,226
LOC100643047,176,48,125,110,65,70,72,97,93,85,2,30,6,11,21
LOC100643051,115,38,208,129,210,195,442,369,407,404,117,140,182,507,383
LOC100643056,318,212,396,548,265,337,687,556,721,328,37,228,90,92,182
LOC100643057,13,11,30,8,26,26,3,9,6,12,28,153,36,295,224
LOC100643058,712,246,740,535,635,554,1343,1170,1272,1734,118,344,156,341,430
LOC100643060,220,125,373,364,298,268,2074,1905,1480,2064,29,104,45,62,113
LOC100643069,14,7,13,13,9,4,25,16,27,19,1,14,2,2,2
LOC100643073,1620,529,1897,2050,1661,1105,3598,3131,4891,1886,202,475,227,336,400
LOC100643083,1104,131,3063,2504,2589,2087,1168,1974,967,1807,4219,1296,2892,2800,2461
LOC100643086,653,51,350,417,651,1995,282,346,393,330,1578,2241,3011,1798,1689
LOC100643115,95,35,2,27,2,16,28,1145,378,532,2,0,5,4,19
LOC100643180,75,42,82,129,49,72,218,240,182,74,17,20,22,19,26
LOC100643203,21,6,21,22,13,32,73,73,64,46,2,34,8,12,32
LOC100643216,61,15,110,53,158,198,22,20,16,42,804,292,411,601,402
LOC100643224,44,25,70,95,31,32,105,86,51,81,14,34,17,16,22
LOC100643228,131,55,75,56,76,60,81,78,77,119,12,55,14,29,46
LOC100643244,60,10,91,38,118,95,21,20,18,42,327,100,118,210,149
LOC100643252,226,21,274,276,255,218,168,200,117,139,26,83,142,82,137
LOC100643254,374,7,606,329,959,452,31,26,22,51,763,581,280,787,686
LOC100643256,155,58,119,113,168,145,256,247,287,371,10,84,42,131,167
LOC100643273,972,194,765,861,805,1545,2174,2411,2976,2351,83,1127,410,569,784
LOC100643300,389,173,554,346,491,158,800,570,728,715,52,74,83,111,105
LOC100643301,82,126,88,86,72,70,171,197,52,153,22,57,26,38,42
LOC100643326,165,57,222,174,358,286,128,118,95,156,290,260,491,331,298
LOC100643330,30,19,20,17,17,4,76,44,62,70,2,13,4,8,14
LOC100643338,1337,319,1355,1950,1003,2124,1234,929,985,925,63,948,382,457,586
LOC100643352,19,2,39,34,36,19,28,26,35,32,22,17,16,37,30
LOC100643355,2021,704,1933,2320,1471,1536,2995,3284,4019,1971,153,1037,396,406,694
LOC100643368,1295,407,1176,1645,759,1208,1990,1927,1938,1225,73,592,246,241,400
LOC100643371,28,9,39,42,28,30,41,43,50,54,4,25,12,12,14
LOC100643392,15,12,11,13,5,9,84,48,55,57,6,8,10,9,11
LOC100643396,757,165,1131,632,1545,1778,743,591,645,1275,7226,2197,2684,3649,2760
LOC100643403,62,23,94,70,61,68,64,62,105,98,29,68,67,65,103
LOC100643407,134,110,184,172,149,192,226,275,295,137,55,148,112,198,230
LOC100643417,65,7,88,67,97,74,222,199,153,326,37,68,78,74,65
LOC100643418,641,66,521,600,334,338,242,260,288,190,17,237,60,62,105
LOC100643452,85,35,125,90,146,156,90,69,102,185,131,191,128,263,210
LOC100643453,742,134,972,1324,732,724,2361,1869,2525,1277,34,304,107,147,241
LOC100643459,23,4,26,17,24,24,39,34,29,68,17,15,26,27,29
LOC100643462,4440,2135,6902,7960,4969,5443,10418,8317,13493,5161,154,771,435,618,881
LOC100643483,151,36,142,143,114,145,232,222,285,319,9,99,82,54,96
LOC100643484,40,10,69,42,66,44,28,27,31,67,95,95,50,126,90
LOC100643485,42,111,80,113,73,73,91,77,116,78,11,23,25,25,30
LOC100643496,131,84,180,111,141,215,197,168,135,283,39,113,64,163,172
LOC100643498,286,71,498,315,426,503,349,252,280,427,88,434,190,746,619
LOC100643499,337,199,241,260,229,327,444,374,369,255,45,182,100,104,216
LOC100643531,188,50,201,167,165,201,248,243,290,308,22,111,109,107,165
LOC100643532,2641,3083,2390,3828,1691,2160,10041,8433,8165,2943,74,785,259,307,746
LOC100643540,580,160,894,652,765,709,605,463,434,691,717,1415,646,961,757
LOC100643550,269,82,497,233,668,538,372,387,243,597,1482,419,827,1390,1030
LOC100643562,477,57,1280,621,1590,959,363,295,337,738,5176,1330,2052,3500,2746
LOC100643568,46,9,66,54,35,20,194,128,33,88,147,74,125,106,84
LOC100643572,51,132,68,111,56,91,135,131,134,84,24,51,25,31,47
LOC100643582,346,249,239,351,188,285,774,829,1171,478,55,317,104,119,320
LOC100643590,90,19,113,131,104,66,241,193,85,117,7,52,35,30,74
LOC100643592,754,146,1399,854,1580,1572,656,521,512,940,3714,1665,1776,3233,2311
LOC100643618,176,23,355,213,425,407,98,67,67,181,914,349,634,437,327
LOC100643621,65,10,137,68,120,156,45,19,27,77,167,95,77,236,142
LOC100643622,4073,92,5349,4785,5528,4091,812,651,423,1344,177,776,558,508,636
LOC100643654,465,108,462,525,493,538,771,821,692,330,42,390,219,257,315
LOC100643666,454,230,508,561,515,320,716,595,891,642,39,260,127,158,244
LOC100643674,127,45,289,144,232,201,69,59,71,103,219,186,249,306,228
LOC100643694,38,18,137,63,143,84,70,50,58,113,73,65,75,147,104
LOC100643698,58,75,95,74,82,65,92,88,130,108,13,69,69,72,80
LOC100643713,525,156,541,543,592,631,390,307,446,302,105,299,363,213,288
LOC100643714,41,81,51,568,51,62,215,72,72,86,49,380,253,318,239
LOC100643718,562,171,712,848,419,757,1315,1099,1386,945,36,429,162,171,371
LOC100643724,63,12,136,47,106,106,86,55,73,116,85,165,106,352,229
LOC100643727,259,103,201,268,118,205,546,357,538,210,35,230,81,73,142
LOC100643741,643,230,447,874,337,390,769,737,937,287,31,169,74,80,164
LOC100643791,11,4,26,14,15,45,16,7,5,12,15,105,87,57,74
LOC100643807,199,48,179,171,202,179,309,273,364,533,35,178,69,126,131
LOC100643810,69,2765,42,26,103,155,83,56,93,50,1341,458,1351,265,522
LOC100643825,99,51,133,91,106,112,200,215,176,192,126,118,164,165,157
LOC100643835,64,15,119,78,55,59,156,129,137,140,102,142,95,65,51
LOC100643860,214,96,212,180,112,195,261,218,195,343,161,141,309,225,211
LOC100643863,5099,687,8268,6217,9108,4908,1623,1404,1796,3216,1039,3049,3146,2796,2709
LOC100643864,75,43,52,83,147,92,305,268,119,131,13,52,42,50,46
LOC100643873,109,46,106,67,157,148,123,170,266,156,171,169,336,129,217
LOC100643878,11,0,10,13,6,20,14,19,15,10,2,11,6,14,14
LOC100643917,412,104,455,388,466,441,736,624,482,833,48,315,210,309,384
LOC100643927,28,9,45,41,35,51,58,55,41,86,23,43,35,48,50
LOC100643939,4,1,6,5,4,10,17,10,22,20,0,5,2,3,4
LOC100643944,22,14,14,8,11,23,24,28,47,19,10,49,29,57,82
LOC100643946,43,14,58,25,109,53,18,25,15,48,318,75,119,183,154
LOC100643948,14,2,44,23,18,7,4,2,6,5,2,3,5,2,4
LOC100643949,1025,292,1428,888,1784,1801,1034,1059,881,1027,2296,1535,2672,2448,2038
LOC100643952,81,11,238,117,280,216,47,45,37,104,419,232,217,435,242
LOC100643962,2212,451,1764,2794,946,2099,2735,2626,3651,987,74,1506,257,304,914
